Driver,Team,LapNumber,LapTime,Stint,TyreLife,Compound,PitInTime,PitOutTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsAccurate,LapTimeSeconds
HAM,Mercedes,11.0,0 days 00:01:33.519000,1.0,11.0,MEDIUM,,,292.0,254.0,244.0,295.0,True,93.519
HAM,Mercedes,12.0,0 days 00:01:33.908000,1.0,12.0,MEDIUM,,,290.0,253.0,245.0,284.0,True,93.908
HAM,Mercedes,13.0,0 days 00:01:33.280000,1.0,13.0,MEDIUM,,,289.0,254.0,245.0,287.0,True,93.28
HAM,Mercedes,14.0,0 days 00:01:33.324000,1.0,14.0,MEDIUM,,,288.0,252.0,245.0,292.0,True,93.324
HAM,Mercedes,15.0,0 days 00:01:33.156000,1.0,15.0,MEDIUM,,,287.0,255.0,246.0,291.0,True,93.156
HAM,Mercedes,16.0,0 days 00:01:32.931000,1.0,16.0,MEDIUM,,,289.0,256.0,245.0,293.0,True,92.931
HAM,Mercedes,17.0,0 days 00:01:33.120000,1.0,17.0,MEDIUM,,,289.0,255.0,245.0,291.0,True,93.12
HAM,Mercedes,18.0,0 days 00:01:33.313000,1.0,18.0,MEDIUM,,,285.0,256.0,246.0,290.0,True,93.313
HAM,Mercedes,19.0,0 days 00:01:33.201000,1.0,19.0,MEDIUM,,,284.0,256.0,246.0,292.0,True,93.201
HAM,Mercedes,20.0,0 days 00:01:32.956000,1.0,20.0,MEDIUM,,,287.0,255.0,246.0,305.0,True,92.956
HAM,Mercedes,21.0,0 days 00:01:32.779000,1.0,21.0,MEDIUM,,,289.0,255.0,246.0,299.0,True,92.779
HAM,Mercedes,22.0,0 days 00:01:32.821000,1.0,22.0,MEDIUM,,,292.0,257.0,246.0,305.0,True,92.821
HAM,Mercedes,23.0,0 days 00:01:32.974000,1.0,23.0,MEDIUM,,,291.0,256.0,247.0,297.0,True,92.974
HAM,Mercedes,24.0,0 days 00:01:32.703000,1.0,24.0,MEDIUM,,,293.0,257.0,246.0,302.0,True,92.703
HAM,Mercedes,25.0,0 days 00:01:33.087000,1.0,25.0,MEDIUM,,,293.0,257.0,246.0,305.0,True,93.087
HAM,Mercedes,26.0,0 days 00:01:32.769000,1.0,26.0,MEDIUM,,,292.0,257.0,246.0,317.0,True,92.769
HAM,Mercedes,27.0,0 days 00:01:32.714000,1.0,27.0,MEDIUM,,,292.0,254.0,247.0,305.0,True,92.714
HAM,Mercedes,28.0,0 days 00:01:32.320000,1.0,28.0,MEDIUM,,,290.0,255.0,248.0,305.0,True,92.32
HAM,Mercedes,29.0,0 days 00:01:32.155000,1.0,29.0,MEDIUM,,,289.0,256.0,248.0,301.0,True,92.155
HAM,Mercedes,30.0,0 days 00:01:32.246000,1.0,30.0,MEDIUM,,,290.0,255.0,247.0,304.0,True,92.246
HAM,Mercedes,31.0,0 days 00:01:32.744000,1.0,31.0,MEDIUM,,,287.0,255.0,247.0,294.0,True,92.744
HAM,Mercedes,39.0,0 days 00:01:31.427000,2.0,9.0,SOFT,,,310.0,259.0,248.0,305.0,True,91.427
HAM,Mercedes,40.0,0 days 00:01:31.279000,2.0,10.0,SOFT,,,297.0,259.0,250.0,300.0,True,91.279
HAM,Mercedes,41.0,0 days 00:01:30.673000,2.0,11.0,SOFT,,,306.0,262.0,249.0,319.0,True,90.673
HAM,Mercedes,42.0,0 days 00:01:31.042000,2.0,12.0,SOFT,,,310.0,260.0,251.0,313.0,True,91.042
HAM,Mercedes,43.0,0 days 00:01:30.545000,2.0,13.0,SOFT,,,316.0,262.0,249.0,323.0,True,90.545
HAM,Mercedes,44.0,0 days 00:01:31.589000,2.0,14.0,SOFT,,,308.0,260.0,248.0,299.0,True,91.589
HAM,Mercedes,45.0,0 days 00:01:31.359000,2.0,15.0,SOFT,,,297.0,261.0,247.0,298.0,True,91.359
HAM,Mercedes,46.0,0 days 00:01:31.559000,2.0,16.0,SOFT,,,295.0,259.0,248.0,298.0,True,91.559
HAM,Mercedes,47.0,0 days 00:01:31.248000,2.0,17.0,SOFT,,,296.0,261.0,249.0,298.0,True,91.248
HAM,Mercedes,48.0,0 days 00:01:31.152000,2.0,18.0,SOFT,,,298.0,259.0,249.0,301.0,True,91.152
HAM,Mercedes,49.0,0 days 00:01:31.286000,2.0,19.0,SOFT,,,297.0,260.0,249.0,297.0,True,91.286
HAM,Mercedes,50.0,0 days 00:01:31.526000,2.0,20.0,SOFT,,,297.0,258.0,248.0,298.0,True,91.526
HAM,Mercedes,51.0,0 days 00:01:31.703000,2.0,21.0,SOFT,,,297.0,258.0,248.0,295.0,True,91.703
HAM,Mercedes,52.0,0 days 00:01:31.823000,2.0,22.0,SOFT,,,296.0,259.0,248.0,305.0,True,91.823
SAI,Ferrari,2.0,0 days 00:01:34.177000,1.0,2.0,MEDIUM,,,296.0,255.0,245.0,301.0,True,94.177
SAI,Ferrari,3.0,0 days 00:01:33.456000,1.0,3.0,MEDIUM,,,314.0,255.0,246.0,305.0,True,93.456
SAI,Ferrari,4.0,0 days 00:01:32.975000,1.0,4.0,MEDIUM,,,312.0,257.0,246.0,319.0,True,92.975
SAI,Ferrari,5.0,0 days 00:01:33.666000,1.0,5.0,MEDIUM,,,312.0,258.0,243.0,320.0,True,93.666
SAI,Ferrari,6.0,0 days 00:01:34.215000,1.0,6.0,MEDIUM,,,314.0,256.0,246.0,319.0,True,94.215
SAI,Ferrari,7.0,0 days 00:01:33.427000,1.0,7.0,MEDIUM,,,314.0,257.0,246.0,322.0,True,93.427
SAI,Ferrari,8.0,0 days 00:01:33.442000,1.0,8.0,MEDIUM,,,313.0,255.0,246.0,304.0,True,93.442
SAI,Ferrari,9.0,0 days 00:01:33.417000,1.0,9.0,MEDIUM,,,298.0,255.0,245.0,304.0,True,93.417
SAI,Ferrari,10.0,0 days 00:01:33.405000,1.0,10.0,MEDIUM,,,297.0,255.0,245.0,301.0,True,93.405
SAI,Ferrari,11.0,0 days 00:01:33.279000,1.0,11.0,MEDIUM,,,295.0,256.0,245.0,304.0,True,93.279
SAI,Ferrari,12.0,0 days 00:01:33.323000,1.0,12.0,MEDIUM,,,298.0,255.0,246.0,303.0,True,93.323
SAI,Ferrari,13.0,0 days 00:01:33.105000,1.0,13.0,MEDIUM,,,297.0,257.0,246.0,300.0,True,93.105
SAI,Ferrari,14.0,0 days 00:01:33.941000,1.0,14.0,MEDIUM,,,293.0,255.0,246.0,298.0,True,93.941
SAI,Ferrari,15.0,0 days 00:01:33.623000,1.0,15.0,MEDIUM,,,291.0,255.0,247.0,299.0,True,93.623
SAI,Ferrari,16.0,0 days 00:01:33.498000,1.0,16.0,MEDIUM,,,290.0,255.0,247.0,297.0,True,93.498
SAI,Ferrari,17.0,0 days 00:01:33.076000,1.0,17.0,MEDIUM,,,291.0,257.0,247.0,299.0,True,93.076
SAI,Ferrari,18.0,0 days 00:01:33.302000,1.0,18.0,MEDIUM,,,291.0,257.0,247.0,298.0,True,93.302
SAI,Ferrari,19.0,0 days 00:01:33.242000,1.0,19.0,MEDIUM,,,289.0,255.0,248.0,297.0,True,93.242
SAI,Ferrari,20.0,0 days 00:01:33.007000,1.0,20.0,MEDIUM,,,290.0,255.0,248.0,299.0,True,93.007
SAI,Ferrari,21.0,0 days 00:01:33.261000,1.0,21.0,MEDIUM,,,290.0,256.0,245.0,297.0,True,93.261
SAI,Ferrari,22.0,0 days 00:01:32.871000,1.0,22.0,MEDIUM,,,293.0,256.0,247.0,300.0,True,92.871
SAI,Ferrari,23.0,0 days 00:01:32.755000,1.0,23.0,MEDIUM,,,295.0,256.0,247.0,302.0,True,92.755
SAI,Ferrari,24.0,0 days 00:01:32.770000,1.0,24.0,MEDIUM,,,295.0,256.0,247.0,303.0,True,92.77
SAI,Ferrari,25.0,0 days 00:01:33.133000,1.0,25.0,MEDIUM,,,295.0,257.0,247.0,303.0,True,93.133
SAI,Ferrari,28.0,0 days 00:01:32.220000,2.0,2.0,HARD,,,289.0,257.0,249.0,299.0,True,92.22
SAI,Ferrari,29.0,0 days 00:01:31.945000,2.0,3.0,HARD,,,293.0,262.0,250.0,321.0,True,91.945
SAI,Ferrari,30.0,0 days 00:01:32.129000,2.0,4.0,HARD,,,309.0,259.0,249.0,301.0,True,92.129
SAI,Ferrari,31.0,0 days 00:01:32.494000,2.0,5.0,HARD,,,292.0,257.0,248.0,301.0,True,92.494
SAI,Ferrari,39.0,0 days 00:01:32.459000,2.0,13.0,HARD,,,308.0,259.0,250.0,309.0,True,92.459
SAI,Ferrari,40.0,0 days 00:01:31.783000,2.0,14.0,HARD,,,296.0,261.0,250.0,304.0,True,91.783
SAI,Ferrari,41.0,0 days 00:01:31.427000,2.0,15.0,HARD,,,315.0,264.0,249.0,323.0,True,91.427
SAI,Ferrari,42.0,0 days 00:01:31.643000,2.0,16.0,HARD,,,313.0,258.0,252.0,321.0,True,91.643
SAI,Ferrari,43.0,0 days 00:01:32.890000,2.0,17.0,HARD,,,314.0,262.0,238.0,323.0,True,92.89
SAI,Ferrari,44.0,0 days 00:01:34.622000,2.0,18.0,HARD,,,330.0,256.0,248.0,321.0,True,94.622
SAI,Ferrari,45.0,0 days 00:01:32.606000,2.0,19.0,HARD,,,316.0,260.0,250.0,305.0,True,92.606
SAI,Ferrari,46.0,0 days 00:01:31.906000,2.0,20.0,HARD,,,296.0,259.0,248.0,302.0,True,91.906
SAI,Ferrari,47.0,0 days 00:01:31.592000,2.0,21.0,HARD,,,299.0,257.0,250.0,305.0,True,91.592
SAI,Ferrari,48.0,0 days 00:01:31.438000,2.0,22.0,HARD,,,299.0,259.0,248.0,305.0,True,91.438
SAI,Ferrari,49.0,0 days 00:01:31.723000,2.0,23.0,HARD,,,299.0,260.0,250.0,304.0,True,91.723
SAI,Ferrari,50.0,0 days 00:01:31.408000,2.0,24.0,HARD,,,304.0,257.0,248.0,311.0,True,91.408
SAI,Ferrari,51.0,0 days 00:01:31.366000,2.0,25.0,HARD,,,306.0,260.0,249.0,311.0,True,91.366
SAI,Ferrari,52.0,0 days 00:01:31.880000,2.0,26.0,HARD,,,306.0,260.0,249.0,315.0,True,91.88
RUS,Mercedes,2.0,0 days 00:01:34.115000,1.0,5.0,SOFT,,,290.0,254.0,245.0,305.0,True,94.115
RUS,Mercedes,3.0,0 days 00:01:33.096000,1.0,6.0,SOFT,,,312.0,257.0,245.0,319.0,True,93.096
RUS,Mercedes,4.0,0 days 00:01:33.084000,1.0,7.0,SOFT,,,298.0,256.0,246.0,317.0,True,93.084
RUS,Mercedes,5.0,0 days 00:01:34.211000,1.0,8.0,SOFT,,,321.0,257.0,244.0,322.0,True,94.211
RUS,Mercedes,6.0,0 days 00:01:33.839000,1.0,9.0,SOFT,,,309.0,256.0,246.0,310.0,True,93.839
RUS,Mercedes,7.0,0 days 00:01:33.432000,1.0,10.0,SOFT,,,297.0,257.0,245.0,313.0,True,93.432
RUS,Mercedes,8.0,0 days 00:01:33.136000,1.0,11.0,SOFT,,,306.0,258.0,245.0,317.0,True,93.136
RUS,Mercedes,9.0,0 days 00:01:33.154000,1.0,12.0,SOFT,,,309.0,256.0,244.0,320.0,True,93.154
RUS,Mercedes,10.0,0 days 00:01:33.424000,1.0,13.0,SOFT,,,303.0,257.0,245.0,309.0,True,93.424
RUS,Mercedes,11.0,0 days 00:01:33.089000,1.0,14.0,SOFT,,,306.0,258.0,245.0,311.0,True,93.089
RUS,Mercedes,12.0,0 days 00:01:33.354000,1.0,15.0,SOFT,,,297.0,257.0,245.0,309.0,True,93.354
RUS,Mercedes,13.0,0 days 00:01:33.159000,1.0,16.0,SOFT,,,307.0,258.0,245.0,306.0,True,93.159
RUS,Mercedes,14.0,0 days 00:01:33.729000,1.0,17.0,SOFT,,,309.0,256.0,245.0,310.0,True,93.729
RUS,Mercedes,15.0,0 days 00:01:33.270000,1.0,18.0,SOFT,,,308.0,258.0,246.0,316.0,True,93.27
RUS,Mercedes,16.0,0 days 00:01:33.309000,1.0,19.0,SOFT,,,316.0,258.0,245.0,323.0,True,93.309
RUS,Mercedes,17.0,0 days 00:01:33.174000,1.0,20.0,SOFT,,,308.0,258.0,246.0,314.0,True,93.174
RUS,Mercedes,18.0,0 days 00:01:33.072000,1.0,21.0,SOFT,,,309.0,258.0,247.0,315.0,True,93.072
RUS,Mercedes,19.0,0 days 00:01:32.807000,1.0,22.0,SOFT,,,293.0,254.0,246.0,300.0,True,92.807
RUS,Mercedes,20.0,0 days 00:01:32.803000,1.0,23.0,SOFT,,,293.0,252.0,247.0,297.0,True,92.803
RUS,Mercedes,21.0,0 days 00:01:32.850000,1.0,24.0,SOFT,,,293.0,254.0,247.0,297.0,True,92.85
RUS,Mercedes,22.0,0 days 00:01:32.568000,1.0,25.0,SOFT,,,292.0,254.0,247.0,297.0,True,92.568
RUS,Mercedes,23.0,0 days 00:01:32.683000,1.0,26.0,SOFT,,,293.0,254.0,247.0,297.0,True,92.683
RUS,Mercedes,24.0,0 days 00:01:32.852000,1.0,27.0,SOFT,,,292.0,254.0,246.0,297.0,True,92.852
RUS,Mercedes,25.0,0 days 00:01:32.863000,1.0,28.0,SOFT,,,293.0,255.0,247.0,302.0,True,92.863
RUS,Mercedes,26.0,0 days 00:01:32.958000,1.0,29.0,SOFT,,,293.0,255.0,247.0,300.0,True,92.958
RUS,Mercedes,27.0,0 days 00:01:33.062000,1.0,30.0,SOFT,,,293.0,253.0,247.0,301.0,True,93.062
RUS,Mercedes,30.0,0 days 00:01:31.510000,2.0,2.0,MEDIUM,,,293.0,261.0,249.0,318.0,True,91.51
RUS,Mercedes,31.0,0 days 00:01:31.800000,2.0,3.0,MEDIUM,,,318.0,258.0,249.0,305.0,True,91.8
RUS,Mercedes,39.0,0 days 00:01:31.848000,2.0,11.0,MEDIUM,,,311.0,260.0,251.0,309.0,True,91.848
RUS,Mercedes,40.0,0 days 00:01:31.606000,2.0,12.0,MEDIUM,,,299.0,260.0,251.0,309.0,True,91.606
RUS,Mercedes,41.0,0 days 00:01:31.124000,2.0,13.0,MEDIUM,,,316.0,265.0,251.0,324.0,True,91.124
RUS,Mercedes,42.0,0 days 00:01:31.188000,2.0,14.0,MEDIUM,,,301.0,263.0,251.0,320.0,True,91.188
RUS,Mercedes,43.0,0 days 00:01:31.231000,2.0,15.0,MEDIUM,,,301.0,262.0,250.0,308.0,True,91.231
RUS,Mercedes,44.0,0 days 00:01:31.568000,2.0,16.0,MEDIUM,,,299.0,259.0,249.0,305.0,True,91.568
RUS,Mercedes,45.0,0 days 00:01:31.718000,2.0,17.0,MEDIUM,,,308.0,262.0,248.0,304.0,True,91.718
RUS,Mercedes,46.0,0 days 00:01:31.984000,2.0,18.0,MEDIUM,,,296.0,260.0,248.0,299.0,True,91.984
RUS,Mercedes,47.0,0 days 00:01:31.644000,2.0,19.0,MEDIUM,,,299.0,260.0,250.0,301.0,True,91.644
RUS,Mercedes,48.0,0 days 00:01:31.569000,2.0,20.0,MEDIUM,,,299.0,260.0,251.0,300.0,True,91.569
RUS,Mercedes,49.0,0 days 00:01:31.612000,2.0,21.0,MEDIUM,,,300.0,260.0,250.0,298.0,True,91.612
RUS,Mercedes,50.0,0 days 00:01:31.421000,2.0,22.0,MEDIUM,,,302.0,261.0,249.0,301.0,True,91.421
RUS,Mercedes,51.0,0 days 00:01:31.563000,2.0,23.0,MEDIUM,,,302.0,259.0,250.0,302.0,True,91.563
RUS,Mercedes,52.0,0 days 00:01:31.433000,2.0,24.0,MEDIUM,,,305.0,262.0,250.0,308.0,True,91.433
BOT,Alfa Romeo,2.0,0 days 00:01:36.741000,1.0,2.0,HARD,,,304.0,252.0,242.0,299.0,True,96.741
BOT,Alfa Romeo,3.0,0 days 00:01:34.865000,1.0,3.0,HARD,,,314.0,255.0,244.0,322.0,True,94.865
BOT,Alfa Romeo,4.0,0 days 00:01:34.611000,1.0,4.0,HARD,,,307.0,254.0,245.0,318.0,True,94.611
BOT,Alfa Romeo,5.0,0 days 00:01:34.804000,1.0,5.0,HARD,,,308.0,254.0,245.0,317.0,True,94.804
BOT,Alfa Romeo,6.0,0 days 00:01:34.791000,1.0,6.0,HARD,,,288.0,253.0,245.0,298.0,True,94.791
BOT,Alfa Romeo,7.0,0 days 00:01:34.879000,1.0,7.0,HARD,,,304.0,255.0,245.0,316.0,True,94.879
BOT,Alfa Romeo,8.0,0 days 00:01:34.476000,1.0,8.0,HARD,,,303.0,255.0,245.0,312.0,True,94.476
BOT,Alfa Romeo,9.0,0 days 00:01:34.386000,1.0,9.0,HARD,,,288.0,252.0,245.0,299.0,True,94.386
BOT,Alfa Romeo,10.0,0 days 00:01:34.306000,1.0,10.0,HARD,,,287.0,253.0,245.0,297.0,True,94.306
BOT,Alfa Romeo,11.0,0 days 00:01:34.354000,1.0,11.0,HARD,,,288.0,252.0,245.0,297.0,True,94.354
BOT,Alfa Romeo,12.0,0 days 00:01:34.541000,1.0,12.0,HARD,,,287.0,252.0,245.0,291.0,True,94.541
BOT,Alfa Romeo,13.0,0 days 00:01:34.618000,1.0,13.0,HARD,,,283.0,252.0,245.0,288.0,True,94.618
BOT,Alfa Romeo,14.0,0 days 00:01:34.604000,1.0,14.0,HARD,,,283.0,252.0,246.0,293.0,True,94.604
BOT,Alfa Romeo,15.0,0 days 00:01:34.627000,1.0,15.0,HARD,,,283.0,252.0,246.0,293.0,True,94.627
BOT,Alfa Romeo,16.0,0 days 00:01:34.367000,1.0,16.0,HARD,,,283.0,252.0,247.0,292.0,True,94.367
BOT,Alfa Romeo,17.0,0 days 00:01:33.867000,1.0,17.0,HARD,,,284.0,253.0,245.0,293.0,True,93.867
BOT,Alfa Romeo,18.0,0 days 00:01:33.749000,1.0,18.0,HARD,,,284.0,254.0,247.0,293.0,True,93.749
BOT,Alfa Romeo,19.0,0 days 00:01:33.730000,1.0,19.0,HARD,,,284.0,253.0,248.0,298.0,True,93.73
BOT,Alfa Romeo,20.0,0 days 00:01:33.671000,1.0,20.0,HARD,,,284.0,252.0,247.0,294.0,True,93.671
BOT,Alfa Romeo,21.0,0 days 00:01:33.607000,1.0,21.0,HARD,,,284.0,253.0,248.0,297.0,True,93.607
BOT,Alfa Romeo,22.0,0 days 00:01:33.468000,1.0,22.0,HARD,,,284.0,254.0,247.0,296.0,True,93.468
BOT,Alfa Romeo,23.0,0 days 00:01:33.787000,1.0,23.0,HARD,,,285.0,253.0,247.0,296.0,True,93.787
BOT,Alfa Romeo,24.0,0 days 00:01:33.464000,1.0,24.0,HARD,,,285.0,253.0,247.0,300.0,True,93.464
BOT,Alfa Romeo,25.0,0 days 00:01:33.292000,1.0,25.0,HARD,,,283.0,254.0,247.0,295.0,True,93.292
BOT,Alfa Romeo,26.0,0 days 00:01:33.470000,1.0,26.0,HARD,,,283.0,253.0,247.0,294.0,True,93.47
BOT,Alfa Romeo,27.0,0 days 00:01:33.588000,1.0,27.0,HARD,,,284.0,254.0,248.0,296.0,True,93.588
BOT,Alfa Romeo,28.0,0 days 00:01:33.500000,1.0,28.0,HARD,,,284.0,250.0,248.0,293.0,True,93.5
BOT,Alfa Romeo,29.0,0 days 00:01:33.351000,1.0,29.0,HARD,,,284.0,255.0,249.0,293.0,True,93.351
BOT,Alfa Romeo,30.0,0 days 00:01:33.367000,1.0,30.0,HARD,,,283.0,255.0,248.0,294.0,True,93.367
BOT,Alfa Romeo,31.0,0 days 00:01:33.440000,1.0,31.0,HARD,,,282.0,255.0,248.0,294.0,True,93.44
BOT,Alfa Romeo,39.0,0 days 00:01:32.618000,2.0,7.0,SOFT,,,303.0,258.0,251.0,312.0,True,92.618
BOT,Alfa Romeo,40.0,0 days 00:01:33.056000,2.0,8.0,SOFT,,,294.0,256.0,251.0,304.0,True,93.056
BOT,Alfa Romeo,41.0,0 days 00:01:32.229000,2.0,9.0,SOFT,,,313.0,262.0,251.0,323.0,True,92.229
BOT,Alfa Romeo,42.0,0 days 00:01:31.902000,2.0,10.0,SOFT,,,311.0,262.0,250.0,321.0,True,91.902
BOT,Alfa Romeo,43.0,0 days 00:01:32.047000,2.0,11.0,SOFT,,,294.0,260.0,249.0,302.0,True,92.047
BOT,Alfa Romeo,44.0,0 days 00:01:32.563000,2.0,12.0,SOFT,,,296.0,256.0,248.0,304.0,True,92.563
BOT,Alfa Romeo,45.0,0 days 00:01:33.177000,2.0,13.0,SOFT,,,299.0,261.0,234.0,304.0,True,93.177
BOT,Alfa Romeo,46.0,0 days 00:01:32.284000,2.0,14.0,SOFT,,,291.0,259.0,249.0,301.0,True,92.284
BOT,Alfa Romeo,47.0,0 days 00:01:32.079000,2.0,15.0,SOFT,,,291.0,257.0,249.0,297.0,True,92.079
BOT,Alfa Romeo,48.0,0 days 00:01:31.974000,2.0,16.0,SOFT,,,290.0,259.0,249.0,300.0,True,91.974
BOT,Alfa Romeo,49.0,0 days 00:01:32.167000,2.0,17.0,SOFT,,,290.0,259.0,250.0,298.0,True,92.167
BOT,Alfa Romeo,50.0,0 days 00:01:32.163000,2.0,18.0,SOFT,,,290.0,258.0,249.0,299.0,True,92.163
BOT,Alfa Romeo,51.0,0 days 00:01:32.133000,2.0,19.0,SOFT,,,288.0,261.0,251.0,295.0,True,92.133
BOT,Alfa Romeo,52.0,0 days 00:01:31.852000,2.0,20.0,SOFT,,,293.0,261.0,248.0,307.0,True,91.852
PIA,McLaren,2.0,0 days 00:01:33.845000,1.0,2.0,MEDIUM,,,293.0,254.0,246.0,291.0,True,93.845
PIA,McLaren,3.0,0 days 00:01:32.499000,1.0,3.0,MEDIUM,,,309.0,257.0,246.0,316.0,True,92.499
PIA,McLaren,4.0,0 days 00:01:32.581000,1.0,4.0,MEDIUM,,,311.0,257.0,246.0,316.0,True,92.581
PIA,McLaren,5.0,0 days 00:01:33.461000,1.0,5.0,MEDIUM,,,311.0,257.0,244.0,318.0,True,93.461
PIA,McLaren,6.0,0 days 00:01:33.008000,1.0,6.0,MEDIUM,,,309.0,258.0,246.0,316.0,True,93.008
PIA,McLaren,7.0,0 days 00:01:33.290000,1.0,7.0,MEDIUM,,,309.0,257.0,245.0,316.0,True,93.29
PIA,McLaren,8.0,0 days 00:01:33.233000,1.0,8.0,MEDIUM,,,312.0,257.0,245.0,315.0,True,93.233
PIA,McLaren,9.0,0 days 00:01:32.790000,1.0,9.0,MEDIUM,,,309.0,259.0,246.0,318.0,True,92.79
PIA,McLaren,10.0,0 days 00:01:33.379000,1.0,10.0,MEDIUM,,,312.0,253.0,245.0,296.0,True,93.379
PIA,McLaren,11.0,0 days 00:01:32.976000,1.0,11.0,MEDIUM,,,296.0,257.0,245.0,297.0,True,92.976
PIA,McLaren,12.0,0 days 00:01:33.464000,1.0,12.0,MEDIUM,,,294.0,255.0,243.0,294.0,True,93.464
PIA,McLaren,13.0,0 days 00:01:33.144000,1.0,13.0,MEDIUM,,,296.0,255.0,243.0,292.0,True,93.144
PIA,McLaren,14.0,0 days 00:01:33.603000,1.0,14.0,MEDIUM,,,290.0,255.0,244.0,294.0,True,93.603
PIA,McLaren,15.0,0 days 00:01:33.267000,1.0,15.0,MEDIUM,,,291.0,255.0,244.0,295.0,True,93.267
PIA,McLaren,16.0,0 days 00:01:33.005000,1.0,16.0,MEDIUM,,,292.0,255.0,245.0,298.0,True,93.005
PIA,McLaren,17.0,0 days 00:01:32.775000,1.0,17.0,MEDIUM,,,292.0,257.0,245.0,298.0,True,92.775
PIA,McLaren,18.0,0 days 00:01:33.019000,1.0,18.0,MEDIUM,,,291.0,254.0,245.0,297.0,True,93.019
PIA,McLaren,19.0,0 days 00:01:32.880000,1.0,19.0,MEDIUM,,,291.0,256.0,246.0,299.0,True,92.88
PIA,McLaren,20.0,0 days 00:01:32.660000,1.0,20.0,MEDIUM,,,291.0,255.0,247.0,298.0,True,92.66
PIA,McLaren,21.0,0 days 00:01:32.749000,1.0,21.0,MEDIUM,,,292.0,254.0,247.0,298.0,True,92.749
PIA,McLaren,22.0,0 days 00:01:32.537000,1.0,22.0,MEDIUM,,,291.0,256.0,246.0,296.0,True,92.537
PIA,McLaren,23.0,0 days 00:01:32.732000,1.0,23.0,MEDIUM,,,291.0,255.0,247.0,297.0,True,92.732
PIA,McLaren,24.0,0 days 00:01:32.676000,1.0,24.0,MEDIUM,,,291.0,257.0,246.0,300.0,True,92.676
PIA,McLaren,25.0,0 days 00:01:32.809000,1.0,25.0,MEDIUM,,,293.0,257.0,246.0,300.0,True,92.809
PIA,McLaren,26.0,0 days 00:01:33.052000,1.0,26.0,MEDIUM,,,293.0,256.0,245.0,302.0,True,93.052
PIA,McLaren,27.0,0 days 00:01:32.844000,1.0,27.0,MEDIUM,,,293.0,256.0,247.0,300.0,True,92.844
PIA,McLaren,28.0,0 days 00:01:33.190000,1.0,28.0,MEDIUM,,,291.0,257.0,248.0,298.0,True,93.19
PIA,McLaren,31.0,0 days 00:01:31.680000,2.0,2.0,HARD,,,292.0,261.0,248.0,322.0,True,91.68
PIA,McLaren,39.0,0 days 00:01:31.646000,2.0,10.0,HARD,,,302.0,259.0,250.0,306.0,True,91.646
PIA,McLaren,40.0,0 days 00:01:31.475000,2.0,11.0,HARD,,,295.0,260.0,250.0,300.0,True,91.475
PIA,McLaren,41.0,0 days 00:01:30.850000,2.0,12.0,HARD,,,313.0,262.0,250.0,308.0,True,90.85
PIA,McLaren,42.0,0 days 00:01:31.178000,2.0,13.0,HARD,,,298.0,260.0,251.0,303.0,True,91.178
PIA,McLaren,43.0,0 days 00:01:31.011000,2.0,14.0,HARD,,,300.0,262.0,249.0,305.0,True,91.011
PIA,McLaren,44.0,0 days 00:01:31.465000,2.0,15.0,HARD,,,298.0,260.0,249.0,303.0,True,91.465
PIA,McLaren,45.0,0 days 00:01:31.406000,2.0,16.0,HARD,,,300.0,263.0,248.0,302.0,True,91.406
PIA,McLaren,46.0,0 days 00:01:31.496000,2.0,17.0,HARD,,,298.0,262.0,246.0,302.0,True,91.496
PIA,McLaren,47.0,0 days 00:01:31.427000,2.0,18.0,HARD,,,299.0,260.0,248.0,300.0,True,91.427
PIA,McLaren,48.0,0 days 00:01:31.159000,2.0,19.0,HARD,,,300.0,261.0,250.0,302.0,True,91.159
PIA,McLaren,49.0,0 days 00:01:31.422000,2.0,20.0,HARD,,,298.0,262.0,249.0,298.0,True,91.422
PIA,McLaren,50.0,0 days 00:01:31.752000,2.0,21.0,HARD,,,301.0,261.0,246.0,303.0,True,91.752
PIA,McLaren,51.0,0 days 00:01:31.305000,2.0,22.0,HARD,,,300.0,262.0,250.0,299.0,True,91.305
PIA,McLaren,52.0,0 days 00:01:30.941000,2.0,23.0,HARD,,,303.0,261.0,250.0,309.0,True,90.941
